,CHART C-3: CSENET DATA BLOCK TRANSACTION HEADER RECORD FOR TRANSACTIONS,,,,,,,,,,,,,,,
"1,2,4","Dependent-Paternity-Status",341,1,A/N,"For dependents only (Relationship = D).Valid values for this field are:Y – Paternity status determinedN or blank – Paternity status not determined (not disproved)[1 – Born in wedlock][2 – Paternity established through genetic testing][3 – Paternity not an issue (adoption)][4 – Paternity established judicially (order)][5 – Paternity established through acknowledgment][6 – Other][It is recommended that the Information data block beincluded if the value ‘6’ was chosen, to provide informationconcerning how paternity was established.]",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4",Order-FIPS-State,2-Jan,2,[A/N],"Required[Jurisdiction] in which the order was established. The Order-FIPS-State field must contain valid FIPS codes based on thejurisdiction table downloaded from the IRG.Required for all transactions except CSI Responses.",,,,,,,,,,,
"1,4",Order-FIPS-County,5-Mar,3,[A/N],"Required[County, tribe or country] in which the order was established.The Order-FIPS-County field must contain valid FIPS codesbased on the jurisdiction table downloaded from the IRG.Required for all transactions except CSI Responses.",,,,,,,,,,,
"1,2,3,4",Order-FIPS-Sub,7-Jun,2,A/N,"The value of the “sub” portion of the FIPS code will not beedited.",,,,,,,,,,,
"1,2,3,4",Order-ID,24-Aug,17,A/N,"RequiredThe order ID refers to the local identification assigned to thisorder.",,,,,,,,,,,
"1,4,5a",Order-Filing-Date,25-32,8,N,"RequiredThe date that the order was established.Required for all transactions except CSIs.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,4",Order-Type,33,1,A/N,"RequiredIndicates the type of support order.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses.Valid values for this field are:A – AdministrativeJ – JudicialP – Paternity",,,,,,,,,,,
"1,2,3",Debt-Type,34-35,2,A/N,"RequiredIndicates the type of debt.Valid values for this field are:CS – Child supportSS – Spousal supportMS – Medical support",,,,,,,,,,,
"1,2,4",Order-Freq.,36,1,A/N,"RequiredIndicates the frequency of payment.This field is required if the Order-Freq.-Amount is greaterthan zero.Valid values for this field are:W – WeeklyB – Bi-weeklyS – Semi-monthlyM – MonthlyQ – QuarterlyE – Semi-annuallyA – Annually",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4,5b",Order-Freq.-Amount,37-48,12,N,"RequiredThe dollar amount owed per each frequency above.The Order-Freq.-Amount can equal zero dollars.This field is required [when the Order-Arrears-Total-Amount is blank.]",,,,,,,,,,,
"1,4,5a",Order-Effective-Date,49-56,8,N,"RequiredThis is the date that obligations start to accrue.Required for ENF Requests and Updates as well as EST andENF Responses. Also required for PAT Responses if theOrder-Type is not equal to P.",,,,,,,,,,,
"1,4,5a",Order-End-Date,57-64,8,N,"The date that the obligations terminate.If entered, must be greater than the Order-Effective-Date.",,,,,,,,,,,
"1,4,5a",Order-Cancel-Date,65-72,8,N,"The date that the order was canceled.If entered, must be greater than the effective date.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,4",Order-Arrears-Freq.,73,1,A/N,"RequiredIndicates the frequency of arrears payment.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Order-Arrears-Freq.-Amount, below, contains a value greater than zero.Valid values for this field are:W – WeeklyB – Bi-weeklyS – Semi-monthlyM – MonthlyQ – QuarterlyE – Semi-annualA – Annual",,,,,,,,,,,
"1,4,5b","Order-Arrears-Freq.-Amount",74-85,12,N,"RequiredThe dollar amount that must be paid to arrears at thefrequency ordered.The Order-Arrears-Freq.-Amount can equal zero dollars.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses, if the Order-Arrears-Freq., above,is entered.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4,5b","Order-Arrears-Total-Amount",86-97,12,N,"RequiredThe total dollar amount of the arrears.The Order-Arrears-Total-Amount can equal zero dollars.[The Order-Arrears-Total-Amount can contain a negativedollar amount.]Required for ENF Requests and Updates as well as PAT,EST and ENF Responses, if the Order-Arrears-Freq. isentered and if the Order-Arrears-Freq.-Amount contains avalue greater than zero.",,,,,,,,,,,
"1,4,5a",Arrears-TANF-From-Date,98-105,8,N,"RequiredThe start date of the period to which the TANF arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Arrears-TANF-Amount fieldcontains a value greater than zero.",,,,,,,,,,,
"1,4,5a",Arrears-TANF-Thru-Date,106-113,8,N,"RequiredThe end date of the period to which the TANF arrears apply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Arrears-TANF-Amount fieldcontains a value greater than zero.Must be greater than the Arrears-TANF-From-Date.",,,,,,,,,,,
"1,4,5b",Arrears-TANF-Amount,114-125,12,N,"The total dollar amount of the TANF arrears balance.The Arrears-TANF-Amount can equal zero dollars.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4,5a","Arrears-Non-TANF-From-Date",126-133,8,N,"RequiredThe start date of the period to which the non-TANF arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Arrears-Non-TANF-Amountfield contains a value greater than zero.",,,,,,,,,,,
"1,4,5a","Arrears-Non-TANF-Thru-Date",134-141,8,N,"RequiredThe end date of the period to which the non-TANF arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Arrears-Non-TANF-Amountfield contains a value greater than zero.Must be greater than the Arrears-Non-TANF-From-Date.",,,,,,,,,,,
"1,4,5b","Arrears-Non-TANF-Amount",142-153,12,N,"The total dollar amount of the Non-TANF arrears balance.The Arrears-Non-TANF-Amount can equal zero dollars.",,,,,,,,,,,
"1,4,5a",Foster-Care-From-Date,154-161,8,N,"RequiredThe start date of the period to which the foster care arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Foster-Care-Amount fieldcontains a value greater than zero.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4,5a",Foster-Care-Thru-Date,162-169,8,N,"RequiredThe end date of the period to which the foster care arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Foster-Care-Amount fieldcontains a value greater than zero.Must be greater than the Foster-Care-From-Date.",,,,,,,,,,,
"1,4,5b",Foster-Care-Amount,170-181,12,N,"The total dollar amount of the Foster Care arrears balance.The Foster-Care-Amount can equal zero dollars.",,,,,,,,,,,
"1,4,5a",Medical-From-Date,182-189,8,N,"RequiredThe start date of the period to which the medical arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Medical-Amount fieldcontains a value greater than zero.",,,,,,,,,,,
"1,4,5a",Medical-Thru-Date,190-197,8,N,"RequiredThe end date of the period to which the medical arrearsapply.Required for ENF Requests and Updates as well as PAT,EST and ENF Responses if the Medical-Amount fieldcontains a value greater than zero. Must be greater than theMedical-From-Date.",,,,,,,,,,,
"1,4,5b",Medical-Amount,198-209,12,N,"The total dollar amount of medical arrears.The Medical-Amount can equal zero dollars.",,,,,,,,,,,
,CHART C-9: CSENET ORDER DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,4",Medical-Ordered,210,1,A/N,"RequiredIndicates whether medical coverage was ordered.Required for EST and ENF Responses. Also required forPAT Responses if the order type is not equal to P.Valid values for this field are:Y – Medical coverage orderedN – Medical coverage not ordered",,,,,,,,,,,
"1,2,3,4",Tribunal-Case-Number,211-227,17,A/N,The case number issued by the tribunal.,,,,,,,,,,,
"1,4,5a",Date-Of-Last-Payment,228-235,8,N,Date of the last payment was received.,,,,,,,,,,,
"1,2,4",Controlling-Order-Flag,236,1,A/N,"Indicates whether the order is presumed or determined.Valid values for this field are:P – Presumed to be the controlling orderD – Determined to be the controlling order",,,,,,,,,,,
"1,2,4",New-Order-Flag,237,1,A/N,"Valid values for this field are:Y – A new orderN or blank – Not a new order",,,,,,,,,,,
"1,2,3,4",Docket-Num.,238-254,17,A/N,Indicates number assigned by the court.,,,,,,,,,,,
,CHART C-10: CSENET COLLECTION DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4,5a",Date-Of-Collection,8-Jan,8,N,"RequiredThe date of this particular collection.Required for COL P CITAX.",,,,,,,,,,,
"1,4,5a",Date-Of-Posting,16-Sep,8,N,"RequiredIndicates the date the payment was posted.Required for COL P CITAX.This field must be equal to or greater than the Date-Of-Collection if both have been entered.",,,,,,,,,,,
"1,4,5b",Payment-Amount,17-28,12,N,"RequiredThe total amount of the collected payment for COL PCITAX.Required for COL P CITAX.",,,,,,,,,,,
"1,2,4",Payment-Source,29,1,A/N,"RequiredIndicates the source of payment.Required for COL P CITAX.Valid values for this field are:A – Wage assignmentG – GarnishmentI – IRS tax interceptS – State tax interceptU – UIB interceptN – Normal",,,,,,,,,,,
,CHART C-10: CSENET COLLECTION DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
,"Payment Source(Continued)",,,,"O – OtherW – Worker’s compensation offsetAll of the above codes are valid, but the IRS and state taxintercept codes are the only two recommended uses of theCOL transaction.",,,,,,,,,,,
"1,2,4","Interstate-Payment-Method",30,1,A/N,"RequiredRequired for COL P CITAX.Valid values for this transaction are:E – Electronic funds transferM – ManualO – OtherNote: If the payment is IRS tax offset money, the O code isrecommended because money will not be sent to the otherstate.",,,,,,,,,,,
"1,2,3,4",RDFI-ID,31-50,20,A/N,Reserved for electronic funds transfer use.,,,,,,,,,,,
"1,2,3,4",RDFI-Account-Num.,51-70,20,A/N,Reserved for electronic funds transfer use.,,,,,,,,,,,
,CHART C-11: CSENET INFORMATION DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,4",Status-Change-Code,1,1,A/N,"RequiredThis field is used to indicate whether the case status has changed.Required for all transactions except for MSC P REJCT.Valid values for this field are:O – OpenC – Closed",,,,,,,,,,,
"1,2,3,4",New-Case-ID,16-Feb,15,A/N,"RequiredThis field will be used to transmit a new, changed or corrected IV-D case ID to another state.Required for MSC P GSCAS.The following criteria apply to this field:•First position must not be a space•Must not contain all zeros•Must not contain an asterisk (*) or backslash (\) in anyposition•Must not contain a combination of spaces and zeros",,,,,,,,,,,
,CHART C-11: CSENET INFORMATION DATA BLOCK RECORD,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,3,4","Information-Text-Line-1","17-96","80","A/N","Required
All 5 lines contain free form text.
A value, other than a space, in line 1, 2 or 3 is required if the
Attachment Indicator = Y.
For MSC P REJCT, the first 24 positions of the Information-Text-
Line-1 field must not be all spaces. Data from the rejected
transaction must be entered in the following order in the
Information-Text-Line-1:
•
Transaction-Serial-Number
•
Action-Code
•
Functional-Type-Code
•
Transaction-Date
•
Action-Reason (if applicable)
[For MSC P GSTAI the Information-Text-Line-1 field must not be
all spaces. Data for the interest transaction must be entered in the
following order in the Information-Text-Line-1:
•
The first 12 positions of the Information-Text-Line-1 field
must contain the Total-Arrears-Owed-Amount. This
amount can equal zero.
•
The next 12 positions of the Information-Text-Line-1 field
must contain the Total-Interest-Owed-Amount. This
amount can equal zero.
•
The following 8 positions of the Information-Text-Line-1 field
must contain the As-of-Date. This date must be present. This
date cannot be greater than the current date. The As-of-Date is
for the life of the case.
•
Total-Arrears-Owed-Amount, Total-Interest-Owed-
Amount and As-of-Date must be present.]
",,,,,,,,,,,
"1,2,3,4",Information-Text-Line-2,97-176,80,A/N,"Required
All 5 lines contain free form text.
A value, other than a space, in line 1, 2 or 3 is required if the
Attachment Indicator = Y.
For MSC P REJCT, the first 24 positions of the Information-Text-
Line-1 field must not be all spaces. Data from the rejected
transaction must be entered in the following order in the
Information-Text-Line-1:
•
Transaction-Serial-Number
•
Action-Code
•
Functional-Type-Code
•
Transaction-Date
•
Action-Reason (if applicable)
[For MSC P GSTAI the Information-Text-Line-1 field must not be
all spaces. Data for the interest transaction must be entered in the
following order in the Information-Text-Line-1:
•
The first 12 positions of the Information-Text-Line-1 field
must contain the Total-Arrears-Owed-Amount. This
amount can equal zero.
•
The next 12 positions of the Information-Text-Line-1 field
must contain the Total-Interest-Owed-Amount. This
amount can equal zero.
•
The following 8 positions of the Information-Text-Line-1 field
must contain the As-of-Date. This date must be present. This
date cannot be greater than the current date. The As-of-Date is
for the life of the case.
•
Total-Arrears-Owed-Amount, Total-Interest-Owed-
Amount and As-of-Date must be present.]
",,,,,,,,,,,
"1,2,3,4",Information-Text-Line-3,177-256,80,A/N,"Required
All 5 lines contain free form text.
A value, other than a space, in line 1, 2 or 3 is required if the
Attachment Indicator = Y.
For MSC P REJCT, the first 24 positions of the Information-Text-
Line-1 field must not be all spaces. Data from the rejected
transaction must be entered in the following order in the
Information-Text-Line-1:
•
Transaction-Serial-Number
•
Action-Code
•
Functional-Type-Code
•
Transaction-Date
•
Action-Reason (if applicable)
[For MSC P GSTAI the Information-Text-Line-1 field must not be
all spaces. Data for the interest transaction must be entered in the
following order in the Information-Text-Line-1:
•
The first 12 positions of the Information-Text-Line-1 field
must contain the Total-Arrears-Owed-Amount. This
amount can equal zero.
•
The next 12 positions of the Information-Text-Line-1 field
must contain the Total-Interest-Owed-Amount. This
amount can equal zero.
•
The following 8 positions of the Information-Text-Line-1 field
must contain the As-of-Date. This date must be present. This
date cannot be greater than the current date. The As-of-Date is
for the life of the case.
•
Total-Arrears-Owed-Amount, Total-Interest-Owed-
Amount and As-of-Date must be present.]
",,,,,,,,,,,
"1,2,3,4",Information-Text-Line-4,257-336,80,A/N,"Required
All 5 lines contain free form text.
A value, other than a space, in line 1, 2 or 3 is required if the
Attachment Indicator = Y.
For MSC P REJCT, the first 24 positions of the Information-Text-
Line-1 field must not be all spaces. Data from the rejected
transaction must be entered in the following order in the
Information-Text-Line-1:
•
Transaction-Serial-Number
•
Action-Code
•
Functional-Type-Code
•
Transaction-Date
•
Action-Reason (if applicable)
[For MSC P GSTAI the Information-Text-Line-1 field must not be
all spaces. Data for the interest transaction must be entered in the
following order in the Information-Text-Line-1:
•
The first 12 positions of the Information-Text-Line-1 field
must contain the Total-Arrears-Owed-Amount. This
amount can equal zero.
•
The next 12 positions of the Information-Text-Line-1 field
must contain the Total-Interest-Owed-Amount. This
amount can equal zero.
•
The following 8 positions of the Information-Text-Line-1 field
must contain the As-of-Date. This date must be present. This
date cannot be greater than the current date. The As-of-Date is
for the life of the case.
•
Total-Arrears-Owed-Amount, Total-Interest-Owed-
Amount and As-of-Date must be present.]
",,,,,,,,,,,
"1,2,3,4",Information-Text-Line-5,337-416,80,A/N,"Required
All 5 lines contain free form text.
A value, other than a space, in line 1, 2 or 3 is required if the
Attachment Indicator = Y.
For MSC P REJCT, the first 24 positions of the Information-Text-
Line-1 field must not be all spaces. Data from the rejected
transaction must be entered in the following order in the
Information-Text-Line-1:
•
Transaction-Serial-Number
•
Action-Code
•
Functional-Type-Code
•
Transaction-Date
•
Action-Reason (if applicable)
[For MSC P GSTAI the Information-Text-Line-1 field must not be
all spaces. Data for the interest transaction must be entered in the
following order in the Information-Text-Line-1:
•
The first 12 positions of the Information-Text-Line-1 field
must contain the Total-Arrears-Owed-Amount. This
amount can equal zero.
•
The next 12 positions of the Information-Text-Line-1 field
must contain the Total-Interest-Owed-Amount. This
amount can equal zero.
•
The following 8 positions of the Information-Text-Line-1 field
must contain the As-of-Date. This date must be present. This
date cannot be greater than the current date. The As-of-Date is
for the life of the case.
•
Total-Arrears-Owed-Amount, Total-Interest-Owed-
Amount and As-of-Date must be present.]
",,,,,,,,,,,
,CHART C-12: CSENET SERVER ERROR FILE,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,4",Txn.-Counter,6-Jan,6,N,"The sequential number assigned to the error by the CSENetapplication.",,,,,,,,,,,
"1,2,4",Filler,7,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Local-FIPS-Code,14-Aug,7,A/N,"The state’s seven-digit FIPS code (their own) on the record sentby them that contained the error.",,,,,,,,,,,
"1,2,4",Filler,15,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Other-FIPS-Code,16-22,7,A/N,"The receiving or responding state’s seven-digit FIPS code (thestate for which the transaction was intended) that contained theerror.",,,,,,,,,,,
"1,2,4",Filler,23,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Local-Case-ID,24-38,15,A/N,The originating state’s case ID on the transaction that erred.,,,,,,,,,,,
"1,2,4",Filler,39,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Other-Case-ID,40-54,15,A/N,The other state’s case ID on the transaction that erred.,,,,,,,,,,,
"1,2,4",Filler,55,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
,CHART C-12: CSENET SERVER ERROR FILE,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,3,4",Action-Code,56,1,A/N,"Action code, e.g., Request, Acknowledgment, etc., from theoriginal transaction.",,,,,,,,,,,
"1,2,4",Filler,57,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4","Functional-Type-Code",58-60,3,A/N,"Functional Type code, e.g., ENF, PAT, LO1, etc., from theoriginal transaction.",,,,,,,,,,,
"1,2,4",Filler,61,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Action-Reason,62-66,5,A/N,"Action reason code, e.g., CITAX, EREXO, from the originaltransaction.",,,,,,,,,,,
"1,2,4",Filler,67,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4","Action-Resolution-Date",68-75,8,A/N,"Value from the Action-Resolution-Date field in the transactionHeader record.",,,,,,,,,,,
"1,2,4",Filler,76,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Transaction-Date,77-84,8,A/N,"Value from the Transaction-Date field in the header for the recordthat erred.",,,,,,,,,,,
"1,2,4",Filler,85,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Error-Code,86-89,4,A/N,This field indicates the error code.,,,,,,,,,,,
,CHART C-12: CSENET SERVER ERROR FILE,,,,,,,,,,,,,,,
,Rules,,,Field Name,,,Location,,,Length,,,A/N,,,Comments
"1,2,4",Filler,90,1,A/N,"This field is reserved for a future version. For the current version,this field will be blank-filled.",,,,,,,,,,,
"1,2,3,4",Error-Mess.,91-145,55,A/N,"Positions 91-102 of this field contain the transaction serial numberof the erred transaction.Position 103 contains a space used as a separator. Positions 104-145 contain a description of the error.",,,,,,,,,,,
